i_id;ccode;cexch_name;cdept_id;cperson_id;ccus_id;csup_id;citem_class;citem_id;iperiod;cbegind_c;cbegind_c_engl;mb;md;mc;cendd_c;cendd_c_engl;me;mb_f;md_f;mc_f;me_f;nb_s;nd_s;nc_s;ne_s
506;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
507;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;10000.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
508;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
509;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
510;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
511;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
512;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
513;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
514;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
515;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
516;40010203       ;        ;00613       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
517;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
518;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
519;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;30000.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
520;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
521;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
522;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
523;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
524;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
525;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
526;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
527;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
528;40010204       ;        ;00614       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;30000.0;0.0;0.0;贷 ;Cr;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
529;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
530;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
531;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;50000.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
532;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
533;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
534;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
535;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
536;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
537;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
538;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
539;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
540;40010205       ;        ;00615       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;50000.0;0.0;0.0;贷 ;Cr;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
541;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
542;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
543;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;20000.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
544;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
545;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
546;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
547;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
548;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
549;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
550;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
551;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
552;40010206       ;        ;00616       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;20000.0;0.0;0.0;贷 ;Cr;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
553;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
554;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
555;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;100000.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
556;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
557;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
558;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
559;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
560;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
561;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
562;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
563;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
564;40010207       ;        ;00617       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;100000.0;0.0;0.0;贷 ;Cr;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
565;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
566;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
567;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;10000.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
568;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
569;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
570;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
571;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
572;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
573;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
574;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
575;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
576;40010217       ;        ;00634       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;10000.0;0.0;0.0;贷 ;Cr;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
577;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
578;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
579;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;0.0;51.69;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0
580;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;4;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
581;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;5;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
582;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;6;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
583;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;7;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
584;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;8;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
585;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;9;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
586;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;10;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
587;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;11;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
588;401101         ;        ;00701       ;        ;                    ;            ;  ;                    ;12;贷 ;Cr;51.69;0.0;0.0;贷 ;Cr;51.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
589;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
590;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
591;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;49300.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
592;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
593;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
594;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
595;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
596;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
597;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
598;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
599;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
600;5011010104     ;        ;00102       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;49300.0;0.0;0.0;借 ;Dr;49300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
601;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
602;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
603;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;3600.0;0.0;借 ;Dr;3600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
604;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;3600.0;4683.0;0.0;借 ;Dr;8283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
605;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;8283.0;7140.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
606;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
607;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
608;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
609;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
610;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
611;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
612;5011010222     ;        ;00205       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;15423.0;0.0;0.0;借 ;Dr;15423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
613;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
614;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
615;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;522.0;0.0;借 ;Dr;522.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
616;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;522.0;0.0;0.0;借 ;Dr;522.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
617;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;522.0;700.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
618;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
619;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
620;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
621;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
622;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
623;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
624;5011020101     ;        ;00301       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;1222.0;0.0;0.0;借 ;Dr;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
625;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
626;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
627;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;405.9;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
628;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
629;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
630;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
631;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
632;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
633;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
634;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
635;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
636;5011020101     ;        ;00303       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;405.9;0.0;0.0;借 ;Dr;405.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
637;5011020102     ;        ;00308       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;5011020102     ;        ;00308       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
639;5011020102     ;        ;00308       ;        ;                    ;            ;  ;                    ;3;平 ;- ;0.0;1590.0;0.0;借 ;Dr;1590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
640;5011020102     ;        ;00308       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;1590.0;0.0;0.0;借 ;Dr;1590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
641;5011020102     ;        ;00308       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;1590.0;0.0;0.0;借 ;Dr;1590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
