i_id;ccode;cexch_name;cdept_id;cperson_id;ccus_id;csup_id;citem_class;citem_id;iperiod;cbegind_c;cbegind_c_engl;mb;md;mc;cendd_c;cendd_c_engl;me;mb_f;md_f;mc_f;me_f;nb_s;nd_s;nc_s;ne_s
252;5011020101     ;        ;00304       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;1000.0;0.0;0.0;借 ;Dr;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
253;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
254;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;1050.0;0.0;借 ;Dr;1050.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;1050.0;0.0;0.0;借 ;Dr;1050.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
256;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;1050.0;650.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
257;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
258;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
261;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
262;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
263;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
264;5011020101     ;        ;00305       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;1700.0;0.0;0.0;借 ;Dr;1700.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
265;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
266;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;7000.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
267;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
268;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
269;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
270;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
272;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
273;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
274;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
275;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
276;5011020102     ;        ;00305       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;7000.0;0.0;0.0;借 ;Dr;7000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
277;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
278;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;3840.0;0.0;借 ;Dr;3840.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
279;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;3840.0;1500.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
280;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
281;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
282;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
283;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
284;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
285;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
286;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
287;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;5011020102     ;        ;00309       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;5340.0;0.0;0.0;借 ;Dr;5340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
290;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;300.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
291;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
292;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
293;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
294;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
295;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
297;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
298;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
299;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
300;5011020107     ;        ;00304       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;300.0;0.0;0.0;借 ;Dr;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
301;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
302;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;200.0;0.0;借 ;Dr;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
303;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;200.0;0.0;0.0;借 ;Dr;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
304;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;200.0;0.0;0.0;借 ;Dr;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
305;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;200.0;12.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
306;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
307;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
308;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
309;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
310;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
311;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
312;5011020107     ;        ;00308       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;212.0;0.0;0.0;借 ;Dr;212.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
313;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
314;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;3500.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
315;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
316;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
317;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
318;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
319;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
320;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
321;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
322;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
323;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
324;5011020110     ;        ;00308       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;3500.0;0.0;0.0;借 ;Dr;3500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
325;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
326;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;860.0;0.0;借 ;Dr;860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
327;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;860.0;0.0;0.0;借 ;Dr;860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
328;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;860.0;0.0;0.0;借 ;Dr;860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
329;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;860.0;1326.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
330;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
331;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
332;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
333;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
334;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
335;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
336;5011020114     ;        ;00309       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;2186.0;0.0;0.0;借 ;Dr;2186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
337;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
338;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;31600.0;0.0;借 ;Dr;31600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
339;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;31600.0;0.0;0.0;借 ;Dr;31600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
340;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;31600.0;8300.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
341;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
342;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
343;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
344;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
345;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
346;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
347;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
348;5011020117     ;        ;00305       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;39900.0;0.0;0.0;借 ;Dr;39900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
349;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
350;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;25270.0;0.0;借 ;Dr;25270.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
351;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;25270.0;10100.0;0.0;借 ;Dr;35370.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
352;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;35370.0;20400.0;0.0;借 ;Dr;55770.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
353;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;55770.0;16800.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
354;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
355;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
356;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
357;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
358;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
359;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
360;5011020117     ;        ;00308       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;72570.0;0.0;0.0;借 ;Dr;72570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
361;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
362;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;1500.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
363;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
364;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
365;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
366;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
367;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
368;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
369;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
370;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
371;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
372;5011020117     ;        ;00309       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;1500.0;0.0;0.0;借 ;Dr;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
373;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
374;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;2000.0;0.0;借 ;Dr;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
375;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;2000.0;0.0;0.0;借 ;Dr;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
376;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;4;借 ;Dr;2000.0;1000.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
377;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;5;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
378;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;6;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
379;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;7;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
380;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;8;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
381;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;9;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
382;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;10;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
383;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;11;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
384;5011020121     ;        ;00304       ;        ;                    ;            ;  ;                    ;12;借 ;Dr;3000.0;0.0;0.0;借 ;Dr;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
385;5011020121     ;        ;00309       ;        ;                    ;            ;  ;                    ;1;平 ;- ;0.0;0.0;0.0;平 ;- ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
386;5011020121     ;        ;00309       ;        ;                    ;            ;  ;                    ;2;平 ;- ;0.0;3280.0;0.0;借 ;Dr;3280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
387;5011020121     ;        ;00309       ;        ;                    ;            ;  ;                    ;3;借 ;Dr;3280.0;0.0;0.0;借 ;Dr;3280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
